Gender,Weight,Body Shape Index,Waist,Hips,Bust/Chest,Height,Cup Size
Female,61,0,57.34,82.47,98.69,171.32,C
Female,58,1,77.44,84.44,102.07,147.32,A
Female,58,0,92.92,108.05,111.4,175.65,AA
Female,64,1,60.9,83.5,121.92,155.98,DD
Female,69,4,55.88,93.65,93.61,147.32,F
Female,72,1,94.12,100.59,109.43,164.23,A
Female,65,0,56.57,67.58,100.7,185.65,B
Female,101,1,56.69,79.09,73.6,165.88,A
Female,86,1,60.66,121.14,82.6,164.05,C
Female,73,1,76.71,96.01,109.04,169.98,A
Female,74,1,56.5,83.19,111.21,158.44,AA
Female,41,4,57.93,79.4,111.45,165.26,E
Female,56,1,58.65,74.19,113.74,196.17,C
Female,67,4,65.53,116.71,110.61,151.52,D
Female,58,3,55.88,73.94,113.04,154.48,F
Female,74,0,91.12,70.97,114.75,155.78,F
Female,72,3,96.7,115.73,106.1,177.05,E
Female,83,4,59.44,78.58,99.43,165.37,D
Female,67,4,55.88,110.84,117.66,168.77,F
Female,64,4,56.21,108.96,100.75,170.8,DD
Female,62,4,67.47,101.11,116.44,173.99,AA
Female,55,0,96.2,76.29,105.52,171.83,E
Female,90,1,58.09,83.83,111.27,149.71,E
Female,51,1,97.55,66.76,114.28,162.31,A
Female,75,1,86.65,88.51,102.28,151.68,B
Female,67,4,66.39,90.2,100.98,163.2,F
Female,81,1,97.0,55.88,115.7,187.59,A
Female,63,0,81.95,101.53,74.34,186.67,B
Female,74,1,55.88,78.07,121.92,166.47,B
Female,73,4,84.48,106.65,78.9,150.49,D
Female,95,4,64.81,92.9,83.54,168.97,F
Female,85,1,75.66,84.26,114.31,168.86,A
Female,62,3,88.73,94.65,97.31,165.48,E
Female,69,4,56.19,80.33,108.55,157.94,D
Female,86,0,55.88,98.38,80.87,174.83,A
Female,80,1,64.93,97.24,86.1,177.59,DD
Female,52,0,67.98,112.82,87.11,164.15,F
Female,61,1,59.02,84.25,121.92,185.52,C
Female,76,1,61.51,82.44,119.31,191.7,F
Female,65,1,79.36,80.03,109.21,174.79,A
Female,57,3,101.5,104.83,72.75,187.73,D
Female,99,0,75.43,77.38,119.42,165.1,F
Female,66,4,98.64,127.0,113.27,147.32,E
Female,62,4,64.8,76.98,116.51,180.69,D
Female,91,3,100.66,112.52,121.92,148.82,DD
Female,77,2,58.94,72.58,87.07,164.35,C
Female,91,4,78.24,88.5,112.49,149.98,A
Female,54,1,60.85,76.87,100.64,180.15,A
Female,46,1,55.88,90.21,91.87,149.3,D
Female,55,2,64.11,81.99,103.61,147.32,AA
Female,80,3,101.82,96.93,107.32,188.86,AA
Female,41,3,74.8,79.67,86.54,166.29,E
Female,95,1,102.26,87.66,93.68,163.56,A
Female,49,1,55.88,70.67,85.65,192.01,A
Female,79,2,99.5,83.92,102.7,173.59,A
Female,60,1,91.5,81.89,80.4,148.39,A
Female,60,4,55.88,114.15,119.15,150.85,A
Female,52,1,62.3,107.2,113.44,151.39,E
Female,65,1,63.19,82.39,121.37,173.94,F
Female,92,2,71.22,93.1,104.48,190.51,AA
Female,53,4,55.88,108.68,121.92,178.75,C
Female,86,3,85.03,80.52,89.2,164.43,DD
Female,78,3,102.15,110.72,112.6,194.43,C
Female,48,1,94.67,103.41,118.93,148.25,A
Female,56,1,57.07,89.33,114.28,181.24,A
Female,55,0,62.66,85.88,120.14,168.26,C
Female,57,0,102.48,100.83,91.12,147.32,A
Female,76,4,69.63,60.27,74.68,160.83,A
Female,80,3,83.07,93.82,110.91,152.04,A
Female,53,1,76.43,68.86,117.12,168.31,E
Female,56,4,61.82,90.33,115.88,149.74,AA
Female,66,4,79.21,83.79,76.72,150.2,E
Female,81,4,74.49,114.5,109.52,177.28,A
Female,74,1,93.02,88.16,119.88,147.32,AA
Female,81,2,98.66,97.57,83.28,158.77,AA
Female,92,0,71.03,78.09,121.26,189.14,E
Female,73,4,82.62,108.87,83.85,169.87,D
Female,41,2,66.02,65.68,109.82,165.45,C
Female,46,1,55.88,97.23,94.29,169.79,C
Female,51,1,76.47,99.47,111.94,158.49,F
Female,75,4,103.94,96.86,117.83,156.72,AA
Female,87,1,95.99,104.21,105.15,178.21,AA
Female,59,4,65.82,91.85,99.05,148.69,DD
Female,77,1,62.5,70.8,88.12,155.93,DD
Female,88,3,58.66,80.26,106.81,170.83,C
Female,80,3,66.48,81.56,102.24,171.49,E
Female,78,4,62.26,125.13,113.81,177.08,C
Female,63,4,66.66,101.06,96.76,182.46,E
Female,59,2,104.22,104.76,112.15,186.12,AA
Female,83,4,92.73,90.1,118.21,166.56,F
Female,54,1,59.96,112.74,118.89,163.67,D
Female,83,4,106.68,92.15,111.05,163.12,B
Female,77,1,62.58,70.39,117.84,180.19,B
Female,92,1,63.17,108.87,79.87,186.94,F
Female,72,4,62.9,75.89,112.1,155.31,D
Female,68,0,62.2,55.88,75.34,182.83,F
Female,66,2,87.47,123.52,86.26,171.52,DD
Female,71,4,100.51,69.34,92.06,147.47,E
Female,53,1,97.19,65.15,89.16,162.93,DD
Female,56,1,66.16,83.04,78.39,163.15,D
Female,58,1,77.66,99.43,109.91,147.32,A
Female,58,3,80.62,108.77,106.33,177.61,D
Female,87,1,106.68,96.27,111.88,158.76,E
Female,98,0,67.9,94.58,116.65,152.89,E
Female,86,4,65.12,123.52,115.76,178.12,D
Female,66,1,79.5,85.72,107.94,192.52,A
Female,59,4,65.12,77.43,111.63,178.64,C
Female,94,1,65.25,90.94,113.6,156.14,A
Female,58,4,92.44,103.13,107.38,168.92,F
Female,87,1,96.9,90.68,113.38,186.9,D
Female,71,1,65.15,84.83,110.16,182.96,E
Female,84,4,88.61,91.71,112.39,185.68,B
Female,93,4,65.08,82.45,95.54,168.54,AA
Female,80,1,90.17,83.55,117.84,177.36,D
Female,80,3,87.82,97.14,110.91,195.96,DD
Female,76,1,93.08,72.53,83.01,153.86,C
Female,89,4,73.81,83.23,117.39,161.56,AA
Female,83,1,64.4,98.47,89.69,153.25,A
Female,69,1,85.47,79.04,79.96,147.32,E
Female,75,0,55.88,92.03,84.59,154.29,F
Female,69,1,62.88,92.08,116.68,167.77,DD
Female,44,4,93.62,114.91,95.26,193.74,DD
Female,80,0,106.68,121.95,93.49,172.5,AA
Female,72,4,92.32,61.23,90.75,183.87,A
Female,58,1,77.19,87.51,85.89,174.81,D
Female,71,4,90.69,109.3,110.98,184.0,A
Female,76,1,65.31,86.19,113.25,196.02,D
Female,69,2,61.33,65.0,96.93,157.88,DD
Female,77,0,96.97,108.15,107.69,158.21,F
Female,60,0,60.01,105.96,102.93,181.01,D
Female,57,4,56.81,85.59,89.36,147.32,A
Female,62,3,65.32,87.62,115.55,194.92,E
Female,60,0,63.84,113.09,75.96,167.79,B
Female,69,2,85.43,82.31,82.37,149.05,C
Female,84,4,78.17,94.7,112.36,169.63,A
Female,68,4,64.15,113.96,121.37,187.52,F
Female,44,4,65.28,115.24,92.03,164.85,DD
Female,60,1,96.95,81.62,117.7,149.44,F
Female,107,4,60.6,107.87,112.24,179.94,DD
Female,74,1,80.45,96.53,72.13,172.13,F
Female,63,4,69.13,70.52,110.64,170.1,B
Female,60,4,59.3,69.46,116.12,161.91,F
Female,71,4,106.68,94.79,103.08,156.47,C
Female,72,0,78.22,105.91,108.62,170.61,B
Female,79,1,55.88,72.38,112.78,157.85,A
Female,68,1,62.52,87.59,103.16,180.2,B
Female,50,3,61.15,73.65,82.76,147.32,DD
Female,50,2,104.76,127.0,86.3,172.09,D
Female,74,1,60.37,90.82,118.34,168.43,A
Female,41,0,64.58,91.93,110.56,170.07,A
Female,77,3,98.91,91.77,82.52,176.26,B
Female,93,3,55.88,91.38,116.76,170.9,F
Female,71,4,63.88,75.61,114.98,158.2,E
Female,57,3,72.92,61.71,118.96,155.43,A
Female,89,2,95.44,118.6,113.77,178.0,F
Female,64,1,55.88,83.42,85.34,155.26,F
Female,95,1,64.43,75.82,105.99,156.99,AA
Female,79,1,65.42,73.75,119.28,153.99,AA
Female,59,1,56.29,93.39,121.92,155.99,AA
Female,84,4,55.88,87.56,82.55,150.81,B
Female,66,1,71.95,60.86,116.32,166.63,E
Female,108,4,80.31,110.8,95.98,157.08,A
Female,55,1,106.06,78.2,115.21,169.58,E
Female,54,1,69.15,114.46,115.8,155.06,DD
Female,78,3,56.97,80.9,120.11,172.82,F
Female,52,3,55.88,113.41,91.56,168.75,C
Female,91,0,102.73,73.11,117.36,181.69,A
Female,69,1,91.07,68.47,107.63,172.05,AA
Female,53,3,70.03,78.29,121.41,161.51,D
Female,67,1,90.1,81.48,116.04,178.57,F
Female,94,1,85.57,115.43,121.92,177.38,D
Female,105,0,97.17,101.85,83.58,168.08,F
Female,62,1,73.12,80.44,98.54,170.03,A
Female,95,4,70.49,101.7,118.22,162.28,AA
Female,83,1,86.63,111.4,115.91,167.08,E
Female,65,0,65.52,89.46,107.78,159.91,A
Female,50,1,94.87,115.1,111.01,148.72,C
Female,59,1,66.11,66.83,121.92,171.48,DD
Female,69,1,58.69,82.12,119.33,170.5,AA
Female,64,4,57.96,70.18,101.01,190.11,B
Female,64,4,89.86,101.43,86.59,153.5,DD
Female,70,1,86.12,74.52,91.01,171.81,AA
Female,63,3,63.48,92.9,112.89,151.89,B
Female,62,1,65.17,88.1,95.19,157.96,AA
Female,59,2,57.31,105.04,76.68,156.56,D
Female,63,1,88.52,106.52,109.77,155.2,D
Female,94,4,81.13,73.36,99.0,160.12,A
Female,52,1,93.65,117.47,96.56,167.04,AA
Female,63,4,72.74,81.94,101.51,184.43,AA
Female,77,2,67.4,90.83,78.87,188.92,B
Female,99,4,99.56,87.74,74.96,192.5,AA
Female,63,0,60.97,94.76,113.25,175.28,A
Female,87,1,65.71,89.41,106.16,149.14,D
Female,80,1,58.29,64.82,84.02,155.65,D
Female,88,2,87.57,90.24,116.41,193.45,B
Female,73,1,97.45,93.01,89.68,161.27,F
Female,52,1,64.02,114.23,114.65,194.11,F
Female,55,0,83.3,103.98,111.93,166.01,AA
Female,59,4,88.54,76.93,74.69,152.1,B
Female,70,1,73.16,116.71,120.82,155.12,F
Female,70,4,62.16,101.14,109.26,167.39,E
Female,61,2,55.88,76.79,79.41,162.52,DD
Female,78,3,98.49,98.64,116.49,185.93,C
Female,58,1,57.74,92.12,117.97,151.21,A
Female,79,3,93.97,90.25,80.43,197.28,E
Female,83,4,62.61,79.71,119.36,162.46,DD
Female,52,1,95.57,90.77,79.24,163.68,AA
Female,45,4,87.66,102.14,118.64,147.32,B
Female,58,2,99.76,99.33,86.17,174.99,B
Female,49,1,98.55,97.75,80.98,165.86,B
Female,52,1,67.05,104.31,114.8,182.35,A
Female,58,3,99.13,110.44,121.92,167.34,DD
Female,92,4,82.92,121.9,119.21,157.26,A
Female,68,3,90.25,99.01,98.75,177.92,A
Female,63,1,56.53,91.79,107.92,147.32,E
Female,55,4,62.8,89.2,89.39,167.94,DD
Female,81,4,60.36,68.34,112.38,167.05,AA
Female,74,4,99.28,93.3,81.6,154.52,B
Female,67,4,88.68,60.73,108.81,168.07,DD
Female,71,1,95.94,89.29,88.12,183.29,AA
Female,44,4,65.56,92.64,121.92,172.93,AA
Female,61,4,76.23,74.87,102.2,153.06,DD
Female,73,4,56.53,79.08,93.0,148.72,D
Female,67,4,56.93,111.84,107.51,160.25,B
Female,51,3,62.66,114.11,113.51,151.64,C
Female,63,4,67.23,91.58,106.71,151.9,E
Female,58,4,89.94,102.52,96.11,164.25,C
Female,51,1,61.62,89.46,84.74,185.13,F
Female,49,1,57.83,98.09,94.37,164.4,F
Female,65,2,66.89,100.28,115.2,164.64,C
Female,64,1,103.59,124.49,80.65,170.38,A
Female,71,4,81.67,83.93,119.99,158.72,D
Female,77,4,79.66,84.83,104.73,161.82,AA
Female,71,1,99.05,104.77,110.57,168.67,B
Female,46,4,96.26,122.76,121.92,151.47,AA
Female,62,4,60.22,79.51,120.82,153.86,B
Female,89,3,59.28,92.49,118.8,164.36,DD
Female,67,1,89.65,125.36,121.92,168.93,C
Female,66,1,58.18,104.62,121.92,158.6,DD
Female,84,0,69.0,104.07,78.74,178.52,B
Female,76,4,93.1,111.64,88.25,165.94,AA
Female,55,1,80.61,122.01,118.73,147.45,AA
Female,91,0,58.47,94.81,116.27,178.16,E
Female,45,1,56.72,69.18,121.92,177.28,D
Female,84,1,62.01,95.13,106.91,181.75,A
Female,74,0,63.75,76.86,121.06,162.04,DD
Female,61,4,58.97,60.91,92.07,170.6,F
Female,79,1,83.92,116.41,119.54,148.17,DD
Female,67,0,84.24,104.07,78.7,170.17,D
Female,71,1,70.05,59.4,92.2,191.75,AA
Female,50,1,61.15,96.37,100.22,160.48,B
Female,70,4,102.3,115.62,116.36,150.95,A
Female,67,4,94.97,120.34,118.1,189.81,A
Female,73,1,55.88,115.05,79.14,175.69,D
Female,86,2,62.01,127.0,113.73,162.96,A
Female,66,2,60.72,102.46,113.59,159.8,B
Female,79,3,94.35,92.49,117.44,194.46,DD
Female,68,1,61.3,110.12,80.69,171.38,D
Female,69,4,98.98,116.61,95.71,150.39,B
Female,64,1,63.08,75.27,77.59,168.8,E
Female,50,4,65.86,93.22,111.32,147.32,D
Female,64,4,103.26,79.98,73.74,171.41,DD
Female,67,4,97.3,105.2,113.26,171.87,AA
Female,72,0,95.12,66.41,92.9,179.32,AA
Female,45,4,91.25,95.95,116.07,168.59,D
Female,48,0,67.93,73.77,93.45,149.09,DD
Female,49,1,81.04,70.48,101.54,154.23,F
Female,44,3,59.56,65.4,115.14,157.28,F
Female,108,0,64.51,106.65,121.92,162.03,A
Female,64,2,94.1,59.63,83.55,178.71,E
Female,57,1,91.23,95.22,89.55,169.87,D
Female,53,3,57.27,83.1,113.8,188.0,A
Female,61,1,72.09,110.44,79.46,156.84,D
Female,55,1,98.46,89.59,106.9,158.03,E
Female,76,0,97.11,126.04,121.92,180.33,AA
Female,51,1,85.59,87.24,87.02,148.79,E
Female,52,4,62.03,80.69,84.6,167.1,F
Female,68,4,98.38,99.8,121.92,163.8,B
Female,77,3,78.84,88.96,84.43,165.9,B
Female,68,3,64.46,79.54,84.46,175.7,D
Female,75,4,100.06,109.68,75.8,177.04,E
Female,73,2,77.04,76.51,114.36,180.39,C
Female,58,0,59.68,102.05,121.92,147.32,C
Female,60,3,65.44,89.91,88.87,190.38,D
Female,69,4,57.0,116.68,119.73,147.32,D
Female,73,1,69.93,64.2,108.55,190.02,F
Female,84,1,75.8,100.39,117.91,155.18,A
Female,57,4,61.18,80.62,116.32,169.61,E
Female,110,2,68.56,112.57,92.4,175.71,E
Female,61,1,61.89,86.99,85.47,176.18,A
Female,88,2,103.1,106.6,121.92,173.13,C
Female,45,3,83.6,91.85,85.15,172.09,F
Female,66,4,70.97,109.91,106.08,167.9,AA
Female,65,1,58.56,94.83,100.65,164.39,AA
Female,65,3,56.2,77.58,89.79,147.32,B
Female,71,1,70.5,110.22,80.35,152.44,F
Female,74,1,62.29,94.61,79.93,154.53,D
Female,75,3,55.88,114.47,112.46,171.15,F
Female,60,0,80.51,88.08,118.18,171.92,F
Female,59,4,94.31,94.37,111.89,172.9,AA
Female,97,4,67.22,63.44,88.88,173.77,E
Female,67,4,59.96,78.33,91.64,186.2,C
Female,78,1,94.45,69.99,112.1,163.09,AA
Female,88,1,62.2,102.07,105.68,195.34,F
Female,61,1,63.24,76.09,121.92,158.02,DD
Female,60,3,91.05,95.46,91.34,190.95,AA
Female,56,1,74.69,100.0,98.38,153.53,D
Female,48,4,61.95,107.56,115.84,159.71,AA
Female,47,2,88.95,95.2,106.13,154.84,B
Female,65,0,96.02,105.91,107.66,153.12,AA
Female,69,0,63.48,75.67,118.5,185.57,AA
Female,68,3,55.88,83.03,82.46,189.3,D
Female,74,2,76.14,91.19,87.2,173.3,A
Female,78,2,95.05,83.73,112.31,178.88,F
Female,76,4,58.39,88.49,115.49,170.92,A
Female,62,1,70.23,110.25,114.61,151.34,AA
Female,80,2,97.44,97.31,113.53,151.86,F
Female,44,0,97.42,78.19,103.74,163.94,DD
Female,47,1,64.54,64.6,108.56,189.3,AA
Female,86,4,62.06,99.93,113.1,166.73,AA
Female,54,4,83.63,79.88,84.32,157.62,A
Female,67,1,83.48,88.94,115.92,189.74,F
Female,80,1,62.41,71.25,108.05,151.78,B
Female,49,1,94.39,120.55,96.01,161.71,F
Female,63,3,67.95,77.47,119.93,151.31,F
Female,77,1,83.94,73.96,88.5,181.49,A
Female,70,1,62.41,84.74,91.6,165.7,A
Female,63,4,61.77,80.4,90.85,150.68,AA
Female,90,0,86.01,84.45,78.77,153.49,C
Female,66,4,75.24,88.77,75.69,186.45,A
Female,77,1,89.29,101.02,101.25,153.01,E
Female,77,2,79.26,95.19,117.48,165.81,F
Female,72,3,59.01,55.88,113.47,148.68,E
Female,64,1,88.93,88.36,120.19,151.07,C
Female,63,1,84.3,89.4,117.29,173.59,AA
Female,56,2,64.04,69.5,91.02,152.47,A
Female,78,3,57.57,84.13,112.1,157.46,F
Female,42,0,62.81,76.45,121.92,152.88,C
Female,97,1,64.65,107.52,112.29,178.24,C
Female,99,4,56.19,74.91,104.21,187.24,AA
Female,72,1,62.76,83.11,81.88,162.09,DD
Female,60,2,69.69,112.59,105.26,170.0,AA
Female,41,4,63.84,79.44,82.98,148.36,DD
Female,55,1,55.88,91.09,100.02,147.65,F
Female,76,2,64.81,83.06,104.68,156.57,D
Female,58,0,85.3,77.19,77.43,147.71,D
Female,60,3,58.98,85.34,83.73,164.93,D
Female,64,2,106.68,107.6,84.2,147.32,DD
Female,69,3,61.07,73.54,82.0,190.17,C
Female,68,1,75.02,103.22,118.59,153.84,C
Female,106,4,58.87,91.31,78.74,172.04,D
Female,56,1,94.55,115.32,91.28,151.02,D
Female,77,1,61.57,74.19,114.34,197.05,A
Female,82,3,62.81,86.72,114.45,165.2,D
Female,56,4,61.04,114.85,118.33,168.99,AA
Female,90,3,68.19,59.06,111.9,183.98,B
Female,116,1,61.26,84.31,89.96,150.94,E
Female,88,2,67.98,88.72,121.39,191.05,A
Female,58,4,90.51,60.43,113.42,161.62,A
Female,51,1,55.88,100.83,111.54,168.02,C
Female,52,4,93.02,93.7,107.56,156.93,D
Female,58,4,96.77,71.56,84.29,167.26,A
Female,77,1,68.22,81.39,81.95,166.43,B
Female,52,0,59.65,83.66,87.86,196.15,F
Female,92,3,69.5,92.08,113.07,168.14,C
Female,85,1,83.28,109.94,112.54,148.97,C
Female,75,4,95.24,116.24,111.08,148.96,AA
Female,54,3,58.44,77.12,109.09,170.7,D
Female,49,0,88.52,118.72,82.09,165.35,F
Female,78,1,91.6,94.76,100.95,149.22,F
Female,71,1,57.19,75.79,121.92,193.65,D
Female,73,4,67.42,67.7,87.05,188.65,A
Female,64,1,90.41,76.81,94.85,158.63,D
Female,63,1,65.75,85.21,104.34,167.77,A
Female,99,3,99.59,103.84,111.73,159.48,B
Female,69,1,72.41,89.66,81.49,194.35,AA
Female,81,2,90.29,71.02,92.32,188.35,A
Female,51,4,98.21,92.55,120.42,153.2,DD
Female,56,0,72.84,85.54,94.25,174.5,AA
Female,68,4,71.6,83.06,114.66,184.36,B
Female,55,3,62.27,75.59,98.58,176.43,D
Female,84,3,62.18,92.03,119.3,155.99,C
Female,51,3,89.64,115.38,83.22,182.4,F
Female,71,4,104.78,97.01,118.25,157.86,C
Female,74,4,55.88,103.64,118.12,159.43,D
Female,79,4,96.58,95.78,87.47,157.15,D
Female,94,3,88.01,108.72,88.16,155.89,A
Female,46,2,58.12,95.52,104.59,182.48,F
Female,45,4,75.11,114.61,84.76,147.32,D
Female,59,1,104.23,101.77,83.84,172.0,AA
Female,79,1,86.23,72.79,112.44,164.49,E
Female,55,1,61.53,102.81,88.63,175.58,A
Female,71,2,99.9,115.53,87.38,148.72,DD
Female,82,4,77.22,81.54,109.54,161.91,B
Female,83,1,87.95,87.76,102.07,156.78,DD
Female,102,4,59.79,84.81,89.08,192.01,AA
Female,51,3,59.97,97.06,102.44,154.85,DD
Female,56,1,81.3,97.92,85.04,190.84,AA
Female,59,1,55.88,84.07,94.14,169.82,A
Female,62,1,62.66,82.93,101.0,171.18,A
Female,85,0,66.3,117.93,78.84,147.92,A
Female,68,3,61.63,101.87,112.0,176.4,D
Female,72,0,75.46,89.73,87.48,179.51,B
Female,94,4,67.28,104.53,108.93,169.98,DD
Female,70,4,62.6,121.28,121.36,153.09,A
Female,75,1,70.06,96.0,102.31,160.18,F
Female,90,2,58.67,73.69,85.96,171.87,DD
Female,87,1,67.65,91.72,121.92,190.36,D
Female,59,1,75.35,101.07,107.87,181.29,AA
Female,77,1,78.54,63.19,87.5,180.21,A
Female,59,1,71.9,84.83,84.05,161.36,AA
Female,66,3,59.87,81.99,114.33,161.87,A
Female,73,1,56.98,79.98,98.07,156.16,B
Female,80,1,66.65,105.96,115.1,173.71,A
Female,72,1,75.35,104.23,110.35,175.27,A
Female,63,0,99.74,127.0,109.54,162.4,F
Female,54,1,95.12,86.17,108.44,156.57,C
Female,75,3,94.36,104.09,121.92,174.87,F
Female,67,0,92.74,76.16,104.32,188.62,AA
Female,86,1,65.28,92.41,84.78,165.29,E
Female,64,1,62.67,86.13,77.69,147.69,B
Female,69,1,92.25,88.84,115.73,187.18,F
Female,41,1,89.5,102.48,121.92,180.2,F
Female,80,1,82.32,119.77,91.16,170.47,DD
Female,73,3,101.24,114.52,109.34,153.55,E
Female,64,0,62.34,98.6,96.98,151.93,DD
Female,82,1,64.0,102.77,121.46,198.12,D
Female,80,0,58.63,99.26,95.75,157.96,B
Female,54,4,59.14,106.08,82.5,186.49,DD
Female,60,1,60.41,83.91,118.03,167.95,E
Female,64,4,93.02,92.5,111.93,181.3,AA
Female,51,4,64.27,93.11,80.18,153.28,C
Female,79,0,66.05,91.11,96.59,160.05,A
Female,55,1,58.6,85.44,96.52,180.27,B
Female,60,1,91.23,72.82,77.73,154.14,DD
Female,79,4,60.04,83.19,116.94,150.27,AA
Female,49,1,85.18,109.38,118.16,152.38,E
Female,85,2,69.95,98.27,106.91,176.25,F
Female,52,2,58.78,79.75,121.92,165.22,C
Female,68,3,79.0,95.28,101.62,182.4,A
Female,95,3,95.51,86.97,105.2,174.27,A
Female,66,4,86.21,69.34,116.88,150.84,A
Female,52,3,68.78,84.12,109.28,152.84,A
Female,69,1,77.84,76.19,108.21,178.97,F
Female,88,4,98.77,90.7,118.51,151.44,D
Female,78,3,87.16,118.82,119.93,166.05,AA
Female,66,3,85.62,84.07,110.77,163.51,D
Female,57,4,63.48,76.25,84.69,159.73,A
Female,64,4,62.28,82.86,96.65,154.33,D
Female,43,3,56.26,110.89,121.92,161.92,F
Female,95,1,59.54,115.69,81.61,171.09,A
Female,98,1,69.86,65.51,77.6,174.43,A
Female,72,1,63.33,96.35,100.85,193.28,D
Female,71,4,66.17,100.11,121.23,171.6,E
Female,95,2,95.87,101.76,111.16,179.75,A
Female,54,3,64.3,87.91,86.62,153.73,C
Female,73,1,57.07,102.96,101.01,154.08,D
Female,74,1,55.88,114.55,106.72,183.77,D
Female,74,4,59.04,95.21,84.07,148.81,A
Female,80,4,72.5,92.58,121.55,178.44,AA
Female,70,2,61.8,92.92,120.7,196.28,B
Female,59,3,104.84,79.65,114.82,190.9,DD
Female,79,4,60.22,104.58,81.27,189.55,F
Female,65,4,72.74,114.94,116.61,159.68,DD
Female,62,4,68.73,93.5,112.32,182.19,AA
Female,67,0,56.23,81.42,118.22,171.62,F
Female,78,2,101.85,120.79,114.49,171.33,B
Female,48,3,57.28,58.5,119.27,182.49,AA
Female,97,1,62.6,104.9,106.86,166.85,B
Female,69,3,98.32,99.77,87.78,178.23,F
Female,75,1,63.19,61.0,98.73,165.02,E
Female,79,1,66.1,91.64,118.64,172.25,A
Female,48,1,55.88,75.59,80.87,170.96,DD
Female,63,1,101.49,72.38,109.17,155.37,F
Female,67,3,59.53,77.31,95.81,171.76,F
Female,78,4,69.05,84.88,117.76,166.65,AA
Female,71,1,57.95,82.85,117.47,167.62,B
Female,100,1,63.19,94.77,109.72,157.6,E
Female,81,1,98.19,72.45,114.47,191.14,DD
Female,69,2,56.9,87.64,98.11,182.13,E
Female,105,2,72.94,117.7,90.06,174.71,E
Female,63,1,64.68,72.8,90.04,172.12,B
Female,63,3,83.88,105.56,111.08,150.25,A
Female,88,2,93.73,110.95,117.37,159.46,AA
Female,99,3,59.61,99.81,102.27,166.26,A
Female,56,1,83.3,110.33,89.45,159.85,A
Female,83,3,79.8,98.33,85.04,175.91,E
Female,90,4,75.32,114.97,90.49,176.36,AA
Female,75,3,92.24,73.17,84.86,164.21,C
Female,82,1,64.65,68.56,83.78,162.32,E
Female,81,3,62.46,92.64,109.81,153.34,F
Female,59,3,65.16,65.59,121.92,153.48,AA
Female,85,3,55.88,99.9,87.89,158.12,B
Female,67,3,72.25,80.14,121.92,151.47,C
Female,68,4,60.98,107.14,109.63,169.16,D
Female,75,1,84.8,101.67,85.69,151.86,A
Female,93,1,85.59,81.1,121.75,177.45,AA
Female,56,3,55.88,79.52,103.8,148.41,AA
Female,78,0,66.9,78.76,110.97,161.81,F
Female,85,1,59.76,84.77,107.74,189.11,A
Female,53,0,93.47,122.63,82.85,166.73,C
Female,78,0,83.21,114.53,118.95,156.08,D
Female,41,1,58.52,112.75,119.77,162.02,A
Female,95,3,98.01,71.94,107.28,170.18,A
Female,79,1,79.57,75.9,89.87,198.12,E
Female,55,1,66.78,61.02,99.06,171.96,DD
Female,62,0,70.15,92.74,114.58,180.63,A
Female,59,4,89.36,66.4,89.06,177.68,C
Female,76,1,55.88,58.03,121.92,159.01,F
Female,93,3,97.35,80.95,113.79,187.45,B
Female,57,3,76.23,119.06,103.81,172.38,AA
Female,76,4,75.78,115.77,90.83,152.93,A
Female,74,3,56.91,81.6,77.86,147.32,F
Female,62,0,55.88,84.45,90.3,182.24,D
Female,69,0,75.23,91.52,110.29,176.32,F
Female,54,3,55.9,105.41,116.57,148.18,D
Female,60,1,100.13,98.31,111.57,157.82,A
Female,97,1,77.47,109.79,79.15,149.52,A
Female,67,1,59.53,74.55,100.76,181.61,A
Female,84,1,71.22,72.71,84.46,172.78,DD
Female,63,1,94.42,115.76,104.87,157.1,D
Female,73,2,90.92,90.88,104.71,161.33,B
Female,57,1,64.06,100.22,101.33,153.92,D
Female,59,4,64.24,84.0,84.06,154.75,A
Female,78,1,59.35,66.73,102.67,150.61,E
Female,69,4,66.87,55.88,88.98,149.92,A
Female,98,2,106.61,79.87,86.85,169.4,A
Female,77,4,66.72,75.2,111.65,177.74,A
Female,78,3,58.96,92.75,108.32,171.98,E
Female,91,1,55.88,85.37,119.06,166.18,DD
Female,53,4,100.07,104.47,108.49,155.89,F
Female,63,1,77.46,62.7,121.92,174.08,B
Female,65,1,79.34,103.01,80.1,162.21,F
Female,85,1,69.08,72.52,114.26,152.82,E
Female,62,1,66.95,83.94,110.4,159.07,C
Female,63,0,100.0,84.08,112.3,177.11,E
Female,71,3,64.68,117.48,105.44,164.66,F
Female,75,1,57.19,91.75,119.13,167.66,B
Female,95,1,85.86,102.43,107.66,173.1,E
Female,53,4,85.04,120.24,118.7,184.97,DD
Female,74,1,71.08,95.77,80.14,169.97,AA
Female,68,0,64.83,103.32,104.54,161.63,AA
Female,41,4,85.45,84.03,84.37,155.86,D
Female,66,2,90.54,92.37,84.93,155.86,D
Female,71,4,59.79,79.61,105.67,147.32,B
Female,99,4,95.57,82.8,121.92,179.14,AA
Female,68,1,100.61,106.88,111.7,182.48,C
Female,41,2,77.19,102.05,118.66,188.4,F
Female,106,4,92.19,90.03,106.03,166.05,AA
Female,41,4,82.28,101.19,120.74,147.32,AA
Female,56,1,63.57,70.87,92.94,181.81,AA
Female,93,0,70.2,72.89,117.4,159.22,A
